#Clinic,Clinic,#Doctor,Doctor,#Hospitalization reason,Hospitalization reason,#Follow up reason,Follow up reason
1,Région Ile de France,1813,Dr ADNET Frédéric,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1813,Dr ADNET Frédéric,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1813,Dr ADNET Frédéric,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1813,Dr ADNET Frédéric,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1813,Dr ADNET Frédéric,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1813,Dr ADNET Frédéric,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1813,Dr ADNET Frédéric,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1813,Dr ADNET Frédéric,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1813,Dr ADNET Frédéric,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1813,Dr ADNET Frédéric,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1813,Dr ADNET Frédéric,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1813,Dr ADNET Frédéric,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,326,Dr AGATHE NERINE Nais,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,326,Dr AGATHE NERINE Nais,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,326,Dr AGATHE NERINE Nais,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,326,Dr AGATHE NERINE Nais,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,326,Dr AGATHE NERINE Nais,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,471,Dr AGRANAT Pascal,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,471,Dr AGRANAT Pascal,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,471,Dr AGRANAT Pascal,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,471,Dr AGRANAT Pascal,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,471,Dr AGRANAT Pascal,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,471,Dr AGRANAT Pascal,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,471,Dr AGRANAT Pascal,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,471,Dr AGRANAT Pascal,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,471,Dr AGRANAT Pascal,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,471,Dr AGRANAT Pascal,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,471,Dr AGRANAT Pascal,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,471,Dr AGRANAT Pascal,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1784,Dr AGUADISCH Elise Elene,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1816,Dr AGUILERA MUNOZ Lina,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,689,Dr AGUT Sophie,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,689,Dr AGUT Sophie,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,689,Dr AGUT Sophie,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,689,Dr AGUT Sophie,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,689,Dr AGUT Sophie,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,689,Dr AGUT Sophie,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,689,Dr AGUT Sophie,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,689,Dr AGUT Sophie,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,689,Dr AGUT Sophie,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,689,Dr AGUT Sophie,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,689,Dr AGUT Sophie,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,689,Dr AGUT Sophie,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1609,Dr AHMADI Mahsa,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1609,Dr AHMADI Mahsa,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1609,Dr AHMADI Mahsa,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1609,Dr AHMADI Mahsa,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1609,Dr AHMADI Mahsa,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1745,Dr AIELLO Tommaso Francesco,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,911,Dr AILLERES Philippe,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,911,Dr AILLERES Philippe,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,911,Dr AILLERES Philippe,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,911,Dr AILLERES Philippe,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,911,Dr AILLERES Philippe,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,911,Dr AILLERES Philippe,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,911,Dr AILLERES Philippe,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,911,Dr AILLERES Philippe,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,911,Dr AILLERES Philippe,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,911,Dr AILLERES Philippe,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,911,Dr AILLERES Philippe,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,911,Dr AILLERES Philippe,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,84,Dr AIM-EUSEBI Amélie,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,203,Dr AIT MOULA Lisa,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,203,Dr AIT MOULA Lisa,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,203,Dr AIT MOULA Lisa,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,203,Dr AIT MOULA Lisa,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,203,Dr AIT MOULA Lisa,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1456,Dr AJZENBERG Christiane,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1456,Dr AJZENBERG Christiane,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1456,Dr AJZENBERG Christiane,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1456,Dr AJZENBERG Christiane,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1456,Dr AJZENBERG Christiane,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1818,Dr AKEKE Marion,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1818,Dr AKEKE Marion,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1818,Dr AKEKE Marion,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1818,Dr AKEKE Marion,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1818,Dr AKEKE Marion,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1818,Dr AKEKE Marion,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1818,Dr AKEKE Marion,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1818,Dr AKEKE Marion,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1818,Dr AKEKE Marion,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1818,Dr AKEKE Marion,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1818,Dr AKEKE Marion,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1818,Dr AKEKE Marion,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1501,Dr AKNIN Sophie,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1501,Dr AKNIN Sophie,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1501,Dr AKNIN Sophie,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1501,Dr AKNIN Sophie,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1501,Dr AKNIN Sophie,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1501,Dr AKNIN Sophie,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1501,Dr AKNIN Sophie,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1501,Dr AKNIN Sophie,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1501,Dr AKNIN Sophie,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1501,Dr AKNIN Sophie,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1501,Dr AKNIN Sophie,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1501,Dr AKNIN Sophie,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1785,Dr AKODAD Hayatte,-1,(Non renseigné),2,Patient sans facteur de risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1785,Dr AKODAD Hayatte,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1785,Dr AKODAD Hayatte,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1785,Dr AKODAD Hayatte,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1785,Dr AKODAD Hayatte,3,Vu en consultation à l'hôpital,3,Suivi prolongé
